Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names
"[BLASTED, MAPPED, ANNOTATED]",pak_c258_g1_i1,EFGM1_ARATH ame: Full=Elongation factor G- mitochondrial Short=EF-Gmt Short=mEF-G 1-1 ame: Full=Elongation factor G1-1 Flags: Precursor,309,5,8.63E-61,94,9,F:GO:0005525; F:GO:0005524; P:GO:0006448; F:GO:0003746; F:GO:0003924; C:GO:0005739; P:GO:0046686; P:GO:0070125; C:GO:0005840,F:GTP binding; F:ATP binding; P:regulation of translational elongation; F:translation elongation factor activity; F:GTPase activity; C:mitochondrion; P:response to cadmium ion; P:mitochondrial translational elongation; C:ribosome,EC:3.6.1.15,Nucleoside-triphosphate phosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c264_g1_i1,ASP1_ORYSJ ame: Full=Aspartic ase Asp1 Short=OSAP1 Short= sp1 ame: Full=Nucellin Flags: Precursor,1290,5,1.28E-79,51.8,4,F:GO:0004190; F:GO:0005515; C:GO:0016020; P:GO:0050832,F:aspartic-type endopeptidase activity; F:protein binding; C:membrane; P:defense response to fungus,EC:3.4.23,Acting on peptide bonds (peptidases)
"[BLASTED, MAPPED, ANNOTATED]",pak_c264_g1_i2,ASP1_ORYSJ ame: Full=Aspartic ase Asp1 Short=OSAP1 Short= sp1 ame: Full=Nucellin Flags: Precursor,1278,5,1.92E-79,52.6,4,F:GO:0004190; F:GO:0005515; C:GO:0016020; P:GO:0050832,F:aspartic-type endopeptidase activity; F:protein binding; C:membrane; P:defense response to fungus,EC:3.4.23,Acting on peptide bonds (peptidases)
"[BLASTED, MAPPED, ANNOTATED]",pak_c273_g1_i1,SCC2_ARATH ame: Full=Sister chromatid cohesion SCC2 ame: Full= EMBRYO DEFECTIVE 2773 ame: Full= SISTER-CHROMATID COHESION 2 Short= 2,272,5,7.18E-44,69.6,48,F:GO:0008022; P:GO:0031065; P:GO:0035261; P:GO:0061010; F:GO:0036033; P:GO:0007130; P:GO:0003151; C:GO:0000118; P:GO:0048557; P:GO:0048854; P:GO:0045444; P:GO:0007612; P:GO:0061038; C:GO:0000795; P:GO:0040018; P:GO:0060325; P:GO:0042634; P:GO:0000122; P:GO:0007605; C:GO:0005700; C:GO:0070062; P:GO:0045793; F:GO:0070087; P:GO:0035118; P:GO:0071733; P:GO:0035115; P:GO:0019827; F:GO:0042826; P:GO:0034088; P:GO:0009303; P:GO:0045995; C:GO:0008278; F:GO:0003682; P:GO:0048589; P:GO:0006974; P:GO:0003146; P:GO:0006412; P:GO:0045778; P:GO:0048703; P:GO:0007614; P:GO:0048592; P:GO:0071481; P:GO:0042471; F:GO:0047485; C:GO:0035327; P:GO:0050802; P:GO:0034613; C:GO:0032116,"F:protein C-terminus binding; P:positive regulation of histone deacetylation; P:external genitalia morphogenesis; P:gall bladder development; F:mediator complex binding; P:synaptonemal complex assembly; P:outflow tract morphogenesis; C:histone deacetylase complex; P:embryonic digestive tract morphogenesis; P:brain morphogenesis; P:fat cell differentiation; P:learning; P:uterus morphogenesis; C:synaptonemal complex; P:positive regulation of multicellular organism growth; P:face morphogenesis; P:regulation of hair cycle; P:negative regulation of transcription from RNA polymerase II promoter; P:sensory perception of sound; C:polytene chromosome; C:extracellular exosome; P:positive regulation of cell size; F:chromo shadow domain binding; P:embryonic pectoral fin morphogenesis; P:transcriptional activation by promoter-enhancer looping; P:embryonic forelimb morphogenesis; P:stem cell population maintenance; F:histone deacetylase binding; P:maintenance of mitotic sister chromatid cohesion; P:rRNA transcription; P:regulation of embryonic development; C:cohesin complex; F:chromatin binding; P:developmental growth; P:cellular response to DNA damage stimulus; P:heart jogging; P:translation; P:positive regulation of ossification; P:embryonic viscerocranium morphogenesis; P:short-term memory; P:eye morphogenesis; P:cellular response to X-ray; P:ear morphogenesis; F:protein N-terminus binding; C:transcriptionally active chromatin; P:circadian sleep/wake cycle, sleep; P:cellular protein localization; C:SMC loading complex",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c275_g1_i1,E70E2_ARATH ame: Full=Exocyst complex component EXO70E2 Short= xo70e2 ame: Full=Exocyst subunit Exo70 family E2,458,5,5.02E-31,56,10,P:GO:0048364; P:GO:0060918; C:GO:0070062; C:GO:0043231; P:GO:0009791; P:GO:0016043; C:GO:0005829; P:GO:0009653; P:GO:0044763; C:GO:0005886,P:root development; P:auxin transport; C:extracellular exosome; C:intracellular membrane-bounded organelle; P:post-embryonic development; P:cellular component organization; C:cytosol; P:anatomical structure morphogenesis; P:single-organism cellular process; C:plasma membrane,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c283_g1_i1,HQGT_RAUSE ame: Full=Hydroquinone glucosyltransferase ame: Full=Arbutin synthase,720,5,9.49E-118,78,12,C:GO:0005634; C:GO:0009507; P:GO:0052696; P:GO:0009651; F:GO:0080043; P:GO:0009809; F:GO:0080044; C:GO:0005783; P:GO:0042178; F:GO:0050505; P:GO:0009813; P:GO:0009636,C:nucleus; C:chloroplast; P:flavonoid glucuronidation; P:response to salt stress; F:quercetin 3-O-glucosyltransferase activity; P:lignin biosynthetic process; F:quercetin 7-O-glucosyltransferase activity; C:endoplasmic reticulum; P:xenobiotic catabolic process; F:hydroquinone glucosyltransferase activity; P:flavonoid biosynthetic process; P:response to toxic substance,EC:2.4.1.218,Hydroquinone glucosyltransferase
"[BLASTED, MAPPED, ANNOTATED]",pak_c283_g2_i1,HQGT_RAUSE ame: Full=Hydroquinone glucosyltransferase ame: Full=Arbutin synthase,410,5,1.18E-62,71.4,12,C:GO:0005634; C:GO:0009507; P:GO:0052696; P:GO:0009651; F:GO:0080043; P:GO:0009809; F:GO:0080044; C:GO:0005783; P:GO:0042178; F:GO:0050505; P:GO:0009813; P:GO:0009636,C:nucleus; C:chloroplast; P:flavonoid glucuronidation; P:response to salt stress; F:quercetin 3-O-glucosyltransferase activity; P:lignin biosynthetic process; F:quercetin 7-O-glucosyltransferase activity; C:endoplasmic reticulum; P:xenobiotic catabolic process; F:hydroquinone glucosyltransferase activity; P:flavonoid biosynthetic process; P:response to toxic substance,EC:2.4.1.218,Hydroquinone glucosyltransferase
"[BLASTED, MAPPED, ANNOTATED]",pak_c285_g1_i1,PYL8_ARATH ame: Full=Abscisic acid receptor PYL8 ame: Full=ABI1-binding 1 ame: Full=PYR1 8 ame: Full=Regulatory components of ABA receptor 3,438,5,3.57E-37,82,10,C:GO:0005634; F:GO:0004864; P:GO:0009738; F:GO:0005515; P:GO:0080163; F:GO:0010427; C:GO:0005739; F:GO:0004872; C:GO:0005886; P:GO:0009789,C:nucleus; F:protein phosphatase inhibitor activity; P:abscisic acid-activated signaling pathway; F:protein binding; P:regulation of protein serine/threonine phosphatase activity; F:abscisic acid binding; C:mitochondrion; F:receptor activity; C:plasma membrane; P:positive regulation of abscisic acid-activated signaling pathway,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c287_g1_i1,SAT5_ARATH ame: Full=Serine acetyltransferase 5 Short= -5 ame: Full= 1 1 ame: Full=SAT-c,1116,5,7.34E-139,85,12,C:GO:0005634; P:GO:0009409; C:GO:0009507; F:GO:0008270; P:GO:0042967; F:GO:0005515; P:GO:0009970; F:GO:0009001; C:GO:0005739; C:GO:0005829; P:GO:0046686; P:GO:0006535,C:nucleus; P:response to cold; C:chloroplast; F:zinc ion binding; P:acyl-carrier-protein biosynthetic process; F:protein binding; P:cellular response to sulfate starvation; F:serine O-acetyltransferase activity; C:mitochondrion; C:cytosol; P:response to cadmium ion; P:cysteine biosynthetic process from serine,EC:2.3.1.30,Serine O-acetyltransferase
"[BLASTED, MAPPED, ANNOTATED]",pak_c289_g1_i2,TF2AA_PONAB ame: Full=Transcription initiation factor IIA subunit 1 ame: Full=General transcription factor IIA subunit 1 Contains: ame: Full=Transcription initiation factor IIA alpha chain ame: Full=TFIIA p35 subunit Contains: ame: Full=Transcription initiation factor IIA beta chain ame: Full=TFIIA p19 subunit,641,5,7.02E-07,67.8,14,F:GO:0001129; C:GO:0005672; F:GO:0001128; P:GO:0042795; P:GO:0045944; F:GO:0001103; P:GO:0006367; P:GO:0006368; F:GO:0003677; C:GO:0005669; C:GO:0005737; F:GO:0046982; F:GO:0001094; F:GO:0017025,"F:RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly; C:transcription factor TFIIA complex; F:RNA polymerase II transcription coactivator activity involved in preinitiation complex assembly; P:snRNA transcription from RNA polymerase II promoter; P:positive regulation of transcription from RNA polymerase II promoter; F:RNA polymerase II repressing transcription factor binding; P:transcription initiation from RNA polymerase II promoter; P:transcription elongation from RNA polymerase II promoter; F:DNA binding; C:transcription factor TFIID complex; C:cytoplasm; F:protein heterodimerization activity; F:TFIID-class transcription factor binding; F:TBP-class protein binding",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c292_g1_i1,"ALG11_ARATH ame: Full=GDP-Man:Man(3) c(2)-PP-Dol alpha-1,2-mannosyltransferase ame: Full=Alpha-1,2-mannosyltransferase ALG11 ame: Full=Asparagine-linked glycosylation 11 ame: Full= LEAF WILTING 3",235,5,7.88E-17,65.8,10,C:GO:0005789; P:GO:0006490; P:GO:0009737; P:GO:0006970; P:GO:0033577; P:GO:0006487; C:GO:0005576; F:GO:0004377; C:GO:0000136; P:GO:0009832,"C:endoplasmic reticulum membrane; P:oligosaccharide-lipid intermediate biosynthetic process; P:response to abscisic acid; P:response to osmotic stress; P:protein glycosylation in endoplasmic reticulum; P:protein N-linked glycosylation; C:extracellular region; F:GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity; C:alpha-1,6-mannosyltransferase complex; P:plant-type cell wall biogenesis",EC:2.4.1.131,"GDP-Man:Man(3)GlcNAc(2)-PP-dolichol alpha-1,2-mannosyltransferase"
"[BLASTED, MAPPED, ANNOTATED]",pak_c293_g1_i1,UBP20_ARATH ame: Full=Ubiquitin carboxyl-terminal hydrolase 20 ame: Full=Deubiquitinating enzyme 20 Short= 20 ame: Full=Ubiquitin thioesterase 20 ame: Full=Ubiquitin-specific-processing protease 20,535,5,5.92E-58,60,6,F:GO:0004843; P:GO:0016579; C:GO:0005634; P:GO:0050794; P:GO:0016570; F:GO:0005488,F:thiol-dependent ubiquitin-specific protease activity; P:protein deubiquitination; C:nucleus; P:regulation of cellular process; P:histone modification; F:binding,EC:3.4.19.12,Ubiquitinyl hydrolase 1
"[BLASTED, MAPPED, ANNOTATED]",pak_c295_g1_i1,BAS1B_ARATH ame: Full=2-Cys peroxiredoxin BAS1- chloroplastic Short=2-Cys Prx B Short=2-Cys peroxiredoxin B ame: Full=Thiol-specific antioxidant B Flags: Precursor,1159,5,2.58E-136,96.4,18,C:GO:0009570; C:GO:0009941; P:GO:0045454; P:GO:0042742; C:GO:0009579; P:GO:0042744; F:GO:0004601; P:GO:0009409; P:GO:0006979; F:GO:0005515; P:GO:0006804; C:GO:0005739; C:GO:0010319; C:GO:0048046; P:GO:0098869; C:GO:0005829; P:GO:0055114; F:GO:0051920,C:chloroplast stroma; C:chloroplast envelope; P:cell redox homeostasis; P:defense response to bacterium; C:thylakoid; P:hydrogen peroxide catabolic process; F:peroxidase activity; P:response to cold; P:response to oxidative stress; F:protein binding; P:obsolete peroxidase reaction; C:mitochondrion; C:stromule; C:apoplast; P:cellular oxidant detoxification; C:cytosol; P:oxidation-reduction process; F:peroxiredoxin activity,EC:1.11.1.15; EC:1.11.1.7,Peroxiredoxin; Peroxidase
"[BLASTED, MAPPED, ANNOTATED]",pak_c296_g1_i1,PKS5_RUBID ame: Full=Polyketide synthase 5 Short= 5 ame: Full=Naringenin-chalcone synthase PKS5,318,5,9.81E-58,92.4,3,F:GO:0042803; F:GO:0016210; P:GO:0009813,F:protein homodimerization activity; F:naringenin-chalcone synthase activity; P:flavonoid biosynthetic process,EC:2.3.1.74,Naringenin-chalcone synthase
"[BLASTED, MAPPED, ANNOTATED]",pak_c298_g1_i1,RS7_AVIMR ame: Full=40S ribosomal S7,383,5,7.10E-47,93.8,11,C:GO:0032040; C:GO:0009507; F:GO:0003735; C:GO:0022627; C:GO:0005618; P:GO:0042274; F:GO:0003729; P:GO:0006364; C:GO:0030686; C:GO:0005886; P:GO:0006412,C:small-subunit processome; C:chloroplast; F:structural constituent of ribosome; C:cytosolic small ribosomal subunit; C:cell wall; P:ribosomal small subunit biogenesis; F:mRNA binding; P:rRNA processing; C:90S preribosome; C:plasma membrane; P:translation,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c301_g1_i1,WDR13_PANTR ame: Full=WD repeat-containing 13,439,5,3.01E-24,63,4,P:GO:1904691; F:GO:1990841; C:GO:0005737; C:GO:0005654,P:negative regulation of type B pancreatic cell proliferation; F:promoter-specific chromatin binding; C:cytoplasm; C:nucleoplasm,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c317_g1_i1,HD16N_ORYSJ ame: Full=Casein kinase 1 HD16 ame: Full=Os03g0793500 ame: Full= EARLY FLOWERING 1 ame: Full= HEADING DATE 16,320,5,1.69E-63,73,14,P:GO:0008360; P:GO:0060069; P:GO:0009640; P:GO:0009785; P:GO:0009069; F:GO:0004674; P:GO:0006897; C:GO:0005634; F:GO:0005524; C:GO:0005813; F:GO:0005515; C:GO:0005737; P:GO:0018105; P:GO:0032436,"P:regulation of cell shape; P:Wnt signaling pathway, regulating spindle positioning; P:photomorphogenesis; P:blue light signaling pathway; P:serine family amino acid metabolic process; F:protein serine/threonine kinase activity; P:endocytosis; C:nucleus; F:ATP binding; C:centrosome; F:protein binding; C:cytoplasm; P:peptidyl-serine phosphorylation; P:positive regulation of proteasomal ubiquitin-dependent protein catabolic process",EC:2.7.11,Transferring phosphorus-containing groups
"[BLASTED, MAPPED, ANNOTATED]",pak_c331_g1_i1,SYQ_LUPLU ame: Full=Glutamine--tRNA ligase ame: Full=Glutaminyl-tRNA synthetase Short=,467,5,3.49E-55,74.4,8,F:GO:0005524; F:GO:0003723; C:GO:0005739; C:GO:0005829; F:GO:0004819; P:GO:0006424; P:GO:0048481; P:GO:0006425,F:ATP binding; F:RNA binding; C:mitochondrion; C:cytosol; F:glutamine-tRNA ligase activity; P:glutamyl-tRNA aminoacylation; P:plant ovule development; P:glutaminyl-tRNA aminoacylation,EC:6.1.1.18,Glutamine--tRNA ligase
"[BLASTED, MAPPED, ANNOTATED]",pak_c333_g1_i1,PP358_ARATH ame: Full=Pentatricopeptide repeat-containing chloroplastic ame: Full= EMBRYO DEFECTIVE 2453 Flags: Precursor,275,5,1.76E-31,58.6,5,C:GO:0009507; F:GO:0003723; P:GO:0009793; F:GO:0004519; P:GO:0009451,C:chloroplast; F:RNA binding; P:embryo development ending in seed dormancy; F:endonuclease activity; P:RNA modification,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c339_g1_i1,PEK15_ARATH ame: Full=Proline-rich receptor kinase PERK15 ame: Full=Proline-rich extensin-like receptor kinase 15 Short= 15,603,5,3.09E-25,71.8,12,P:GO:0048364; F:GO:0005524; P:GO:0009738; P:GO:0009611; P:GO:0046777; P:GO:0009620; P:GO:0007178; P:GO:0009069; P:GO:0019722; P:GO:0009845; C:GO:0005886; F:GO:0004675,P:root development; F:ATP binding; P:abscisic acid-activated signaling pathway; P:response to wounding; P:protein autophosphorylation; P:response to fungus; P:transmembrane receptor protein serine/threonine kinase signaling pathway; P:serine family amino acid metabolic process; P:calcium-mediated signaling; P:seed germination; C:plasma membrane; F:transmembrane receptor protein serine/threonine kinase activity,EC:2.7.11,Transferring phosphorus-containing groups
"[BLASTED, MAPPED, ANNOTATED]",pak_c353_g1_i1,HS17B_ARATH ame: Full= kDa class I heat shock 2 ame: Full= kDa heat shock 2 Short=,468,5,1.54E-29,89.2,4,P:GO:0009408; C:GO:0005737; P:GO:0009644; P:GO:0042542,P:response to heat; C:cytoplasm; P:response to high light intensity; P:response to hydrogen peroxide,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c360_g1_i1,ILP1_ARATH ame: Full=Transcriptional repressor ILP1 ame: Full=INCREASED LEVEL OF POLYPLOIDY 1,435,5,8.57E-62,57.8,14,C:GO:0044428; P:GO:0006351; F:GO:0000978; F:GO:0030371; P:GO:0042023; P:GO:0042127; P:GO:0000398; P:GO:0006357; P:GO:0006417; F:GO:0001078; F:GO:0005515; P:GO:0010604; P:GO:0045892; P:GO:0031325,"C:nuclear part; P:transcription, DNA-templated; F:RNA polymerase II core promoter proximal region sequence-specific DNA binding; F:translation repressor activity; P:DNA endoreduplication; P:regulation of cell proliferation; P:mRNA splicing, via spliceosome; P:regulation of transcription from RNA polymerase II promoter; P:regulation of translation; F:transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding; F:protein binding; P:positive regulation of macromolecule metabolic process; P:negative regulation of transcription, DNA-templated; P:positive regulation of cellular metabolic process",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c371_g1_i1,CKL3_ARATH ame: Full=Casein kinase 1 3 ame: Full= CASEIN KINASE I-LIKE 3 Short=,371,5,1.42E-38,89.4,14,P:GO:0008360; P:GO:0009640; P:GO:0046777; P:GO:0009785; P:GO:0009069; F:GO:0004674; P:GO:0006897; C:GO:0005886; C:GO:0005634; F:GO:0005524; F:GO:0005515; C:GO:0005737; P:GO:0016055; P:GO:0018105,P:regulation of cell shape; P:photomorphogenesis; P:protein autophosphorylation; P:blue light signaling pathway; P:serine family amino acid metabolic process; F:protein serine/threonine kinase activity; P:endocytosis; C:plasma membrane; C:nucleus; F:ATP binding; F:protein binding; C:cytoplasm; P:Wnt signaling pathway; P:peptidyl-serine phosphorylation,EC:2.7.11,Transferring phosphorus-containing groups
"[BLASTED, MAPPED, ANNOTATED]",pak_c371_g1_i2,CKL3_ARATH ame: Full=Casein kinase 1 3 ame: Full= CASEIN KINASE I-LIKE 3 Short=,424,5,1.09E-36,89.8,14,P:GO:0008360; P:GO:0009640; P:GO:0046777; P:GO:0009785; P:GO:0009069; F:GO:0004674; P:GO:0006897; C:GO:0005886; C:GO:0005634; F:GO:0005524; F:GO:0005515; C:GO:0005737; P:GO:0016055; P:GO:0018105,P:regulation of cell shape; P:photomorphogenesis; P:protein autophosphorylation; P:blue light signaling pathway; P:serine family amino acid metabolic process; F:protein serine/threonine kinase activity; P:endocytosis; C:plasma membrane; C:nucleus; F:ATP binding; F:protein binding; C:cytoplasm; P:Wnt signaling pathway; P:peptidyl-serine phosphorylation,EC:2.7.11,Transferring phosphorus-containing groups
"[BLASTED, MAPPED, ANNOTATED]",pak_c372_g1_i1,CIA1_ARATH ame: Full= CIA1 ame: Full=Cytosolic iron-sulfur assembly 1 ame: Full= EMBRYO DEFECTIVE 1345,326,5,8.52E-55,69,6,F:GO:0000166; C:GO:0005634; C:GO:0005834; P:GO:0009793; C:GO:0097361; P:GO:0016226,F:nucleotide binding; C:nucleus; C:heterotrimeric G-protein complex; P:embryo development ending in seed dormancy; C:CIA complex; P:iron-sulfur cluster assembly,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c373_g1_i1,DES6_BOROF ame: Full=Acyl-lipid (9-3)-desaturase Short= es6,351,5,1.23E-59,82.8,8,C:GO:0005789; F:GO:0052631; P:GO:0006636; F:GO:0046872; C:GO:0016021; P:GO:0055114; P:GO:0070417; P:GO:0030148,C:endoplasmic reticulum membrane; F:sphingolipid delta-8 desaturase activity; P:unsaturated fatty acid biosynthetic process; F:metal ion binding; C:integral component of membrane; P:oxidation-reduction process; P:cellular response to cold; P:sphingolipid biosynthetic process,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c378_g1_i1,MYB4_ARATH ame: Full=Transcription repressor MYB4 ame: Full=Myb-related 4 Short= 4,919,5,3.26E-68,80,20,P:GO:1903086; P:GO:0009651; P:GO:0006351; F:GO:0044212; P:GO:0009611; P:GO:0009753; F:GO:0043565; P:GO:0009751; P:GO:0010090; P:GO:0009845; P:GO:0009800; F:GO:0000981; F:GO:0001135; P:GO:0006357; C:GO:0005634; F:GO:0005515; P:GO:0009737; P:GO:0045892; P:GO:0048354; P:GO:0010224,"P:negative regulation of sinapate ester biosynthetic process; P:response to salt stress; P:transcription, DNA-templated; F:transcription regulatory region DNA binding; P:response to wounding; P:response to jasmonic acid; F:sequence-specific DNA binding; P:response to salicylic acid; P:trichome morphogenesis; P:seed germination; P:cinnamic acid biosynthetic process; F:RNA polymerase II transcription factor activity, sequence-specific DNA binding; F:transcription factor activity, RNA polymerase II transcription factor recruiting; P:regulation of transcription from RNA polymerase II promoter; C:nucleus; F:protein binding; P:response to abscisic acid; P:negative regulation of transcription, DNA-templated; P:mucilage biosynthetic process involved in seed coat development; P:response to UV-B",,
